6384,Medium,0.09,10.98,3.37,1671,Krishna,Regular Air
5395,Very High,0.03,22.84,11.54,1612,Kural,Regular Air
8892,Very High,0.05,10.98,3.37,1446,Priyanka,Regular Air
6619,Not Specified,0.06,7.04,2.17,1963,Rakshitha,Regular Air
7194,Critical,0.07,154.13,69,1372,Tirupathi,Express Air
7293,Medium,0.01,45.98,4.8,1793,Nitin,Regular Air
8650,Medium,0.06,180.98,26.2,1685,Neha,Delivery Truck
7505,Medium,0.09,32.98,5.5,1228,Rajesh,Regular Air
5690,Medium,0.09,5.98,2.5,1955,Kumar,Regular Air
8863,Critical,0.09,2.88,0.7,1899,Susan,Regular Air
8927,Medium,0.01,79.52,48.2,1178,Sai Kumar,Regular Air
6745,Very High,0.01,65.99,8.99,1013,Aziz,Regular Air
8287,Very High,0.1,39.98,4,1483,Priyanka,Regular Air
5397,Not Specified,0.01,95.99,4.9,1648,Ganesh,Regular Air
8656,Critical,0.03,10.89,4.5,1955,Divya,Regular Air
5478,Medium,0.05,100.98,35.84,1502,Ramya,Delivery Truck
7480,Medium,0.02,4.98,5.49,1689,neeraj,Regular Air
5840,Medium,0.08,399.98,12.06,1512,Anil,Delivery Truck
5813,Medium,0.08,43.22,16.71,1131,Krishna,Regular Air
6517,Critical,0.05,574.74,24.49,1574,Kural,Regular Air
7307,Medium,0.04,10.14,2.27,1949,Priyanka,Regular Air
5112,Very High,0.05,1.88,1.49,1147,Rakshitha,Regular Air
7927,Very High,0.02,49.99,19.99,1138,Tirupathi,Regular Air
8025,Not Specified,0.07,1.68,1.57,1991,Nitin,Regular Air
7729,Critical,0.02,49.99,19.99,1700,Neha,Regular Air
6558,Medium,0.07,10.06,2.06,1707,Rajesh,Regular Air
8479,Medium,0.07,1.68,1.57,1116,Kumar,Regular Air
7564,Medium,0.1,58.1,1.49,1726,Susan,Regular Air
7608,Medium,0.01,80.48,4.5,1911,Sai Kumar,Regular Air
8205,Critical,0.05,3.8,1.49,1042,Aziz,Regular Air
5269,Medium,0.09,30.73,4,1133,Priyanka,Regular Air
5825,Very High,0,125.99,8.08,1663,Ganesh,Regular Air
6881,Very High,0,213.45,14.7,1167,Divya,Delivery Truck
6763,Not Specified,0.07,6.54,5.27,1107,Ramya,Regular Air
7263,Critical,0.02,6.48,9.17,1630,neeraj,Regular Air
5522,Medium,0.09,3.29,1.35,1246,Anil,Regular Air
8670,Medium,0,161.55,19.99,1969,Krishna,Regular Air
6773,Medium,0,161.55,19.99,1592,Kural,Regular Air
8539,Medium,0.09,12.28,4.86,1924,Priyanka,Regular Air
8788,Critical,0.03,7.37,5.53,1029,Rakshitha,Regular Air
5661,Medium,0.05,1.86,2.58,1167,Tirupathi,Regular Air
7050,Very High,0.09,5.4,7.78,1845,Nitin,Express Air
8578,Very High,0.02,20.28,6.68,1328,Neha,Regular Air
6070,Not Specified,0,11.55,2.36,1905,Rajesh,Regular Air
5056,Critical,0.01,10.06,2.06,1596,Kumar,Regular Air
7015,Medium,0,65.99,5.92,1785,Susan,Regular Air
6923,Medium,0.05,2.08,2.56,1738,Sai Kumar,Regular Air
8299,Medium,0.05,119.99,56.14,1508,Aziz,Delivery Truck
6808,Medium,0.03,60.89,32.41,1937,Priyanka,Delivery Truck
6381,Critical,0.07,5.81,8.49,1171,Ganesh,Regular Air
8873,Medium,0.04,9.65,6.22,1599,Divya,Regular Air
5618,Very High,0.06,279.81,23.19,1974,Ramya,Delivery Truck
7601,Very High,0.03,28.53,1.49,1007,neeraj,Regular Air
5831,Not Specified,0.01,15.28,1.99,1543,Anil,Regular Air
7837,Critical,0.06,3.34,7.49,1424,Krishna,Express Air
6631,Medium,0,442.14,14.7,1826,Kural,Delivery Truck
6429,Medium,0.1,19.98,5.77,1215,Priyanka,Express Air
5972,Medium,0.06,259.71,66.67,1475,Rakshitha,Delivery Truck
7518,Medium,0.01,5.94,9.92,1428,Tirupathi,Regular Air
7931,Critical,0.02,125.99,3,1993,Nitin,Regular Air
8848,Medium,0.02,146.05,80.2,1448,Neha,Delivery Truck
6396,Very High,0.06,65.99,5.92,1542,Rajesh,Regular Air
6742,Very High,0.09,2.88,0.99,1389,Kumar,Regular Air
7237,Not Specified,0.02,2.58,1.3,1485,Susan,Express Air
8314,Critical,0.02,65.99,3.9,1800,Sai Kumar,Regular Air
5829,Medium,0.1,280.98,35.67,1348,Aziz,Delivery Truck
5821,Medium,0.03,8.34,2.64,1939,Priyanka,Regular Air
7672,Medium,0.05,17.48,1.99,1167,Ganesh,Regular Air
8874,Medium,0.09,2.88,0.7,1937,Divya,Regular Air
7027,Critical,0.05,31.76,45.51,1963,Ramya,Delivery Truck
8977,Medium,0,73.98,12.14,1482,neeraj,Express Air
7875,Very High,0.08,6.48,7.03,1172,Anil,Regular Air
7355,Very High,0.01,20.34,35,1737,Krishna,Regular Air
7526,Not Specified,0.02,5.58,5.3,1160,Kural,Regular Air
5959,Critical,0.03,40.89,18.98,1793,Priyanka,Regular Air
8440,Medium,0.09,35.94,6.66,1893,Rakshitha,Regular Air
8892,Medium,0,170.98,13.99,1172,Tirupathi,Regular Air
8464,Medium,0.09,4.98,7.44,1645,Nitin,Regular Air
7889,Medium,0.1,80.97,30.06,1964,Neha,Delivery Truck
5598,Critical,0.02,5.58,5.3,1418,Rajesh,Regular Air
8659,Medium,0.03,40.89,18.98,1426,Kumar,Regular Air
7695,Very High,0.09,35.94,6.66,1782,Susan,Regular Air
7481,Very High,0.09,4.98,7.44,1822,Sai Kumar,Regular Air
5688,Not Specified,0.09,15.28,10.91,1252,Aziz,Regular Air
5564,Critical,0.04,1.98,0.7,1624,Priyanka,Express Air
6667,Medium,0.03,55.99,5,1368,Ganesh,Regular Air
7912,Medium,0.1,1.68,1.57,1282,Divya,Regular Air
6723,Medium,0,4.13,5.34,1391,Ramya,Regular Air
8280,Medium,0.1,130.98,54.74,1318,neeraj,Delivery Truck
5633,Critical,0.09,28.48,1.99,1433,Anil,Regular Air
7852,Medium,0.08,65.99,4.99,1637,Krishna,Express Air
8291,Very High,0.04,4.98,4.62,1511,Kural,Regular Air
6645,Very High,0.01,8.33,1.99,1431,Priyanka,Regular Air
7052,Not Specified,0.04,85.99,0.99,1646,Rakshitha,Regular Air
8448,Critical,0.01,8.33,1.99,1088,Tirupathi,Regular Air
8858,Medium,0.04,1637.53,24.49,1907,Nitin,Regular Air
8118,Medium,0.01,19.98,4,1291,Neha,Regular Air
6978,Medium,0.09,7.38,5.21,1706,Rajesh,Regular Air
5619,Medium,0.04,5.98,5.15,1922,Kumar,Regular Air
5593,Critical,0.04,15.42,10.68,1269,Susan,Regular Air
8389,Medium,0.04,8.33,1.99,1896,Sai Kumar,Regular Air
5090,Very High,0.06,7.99,5.03,1794,Aziz,Regular Air
7499,Very High,0.06,296.18,54.12,1635,Priyanka,Delivery Truck
6132,Not Specified,0.01,29.1,4,1216,Ganesh,Express Air
8053,Critical,0.06,276.2,24.49,1712,Divya,Regular Air
6453,Medium,0.09,6.28,5.29,1088,Ramya,Regular Air
8767,Medium,0.08,7.77,9.23,1273,neeraj,Regular Air
5744,Medium,0.07,7.59,4,1588,Anil,Regular Air
8920,Medium,0.01,3.26,1.86,1372,Krishna,Regular Air
5911,Critical,0.03,15.23,27.75,1631,Kural,Delivery Truck
7993,Medium,0.01,3.26,1.86,1416,Priyanka,Regular Air
8720,Very High,0,8.34,2.64,1495,Rakshitha,Express Air
8924,Very High,0.04,99.23,8.99,1960,Tirupathi,Regular Air
8081,Not Specified,0,8.34,2.64,1172,Nitin,Express Air
8667,Critical,0.04,99.23,8.99,1705,Neha,Regular Air
5610,Medium,0.08,4.89,4.93,1321,Rajesh,Express Air
7631,Medium,0.07,6.68,6.92,1101,Kumar,Regular Air
7381,Medium,0.07,124.49,51.94,1395,Susan,Delivery Truck
6316,Medium,0.04,125.99,8.99,1395,Sai Kumar,Regular Air
6397,Critical,0.05,328.14,91.05,1006,Aziz,Delivery Truck
7017,Medium,0.09,19.23,6.15,1696,Priyanka,Express Air
8024,Very High,0.02,20.99,4.81,1612,Ganesh,Regular Air
6542,Very High,0.05,5.4,7.78,1488,Divya,Express Air
8283,Not Specified,0.02,200.98,55.96,1093,Ramya,Delivery Truck
6359,Critical,0.02,4.28,5.17,1331,neeraj,Regular Air
7185,Medium,0.04,85.99,0.99,1342,Anil,Regular Air
6619,Medium,0.02,200.98,55.96,1680,Krishna,Delivery Truck
6350,Medium,0.02,4.28,5.17,1227,Kural,Regular Air
7602,Medium,0.03,25.98,5.37,1111,Priyanka,Regular Air
7010,Critical,0.07,415.88,11.37,1686,Rakshitha,Regular Air
8827,Medium,0.06,5.34,5.63,1527,Tirupathi,Regular Air
5871,Very High,0.07,65.99,5.26,1235,Nitin,Express Air
5617,Very High,0.1,8.88,6.28,1344,Neha,Express Air
5265,Not Specified,0.03,5.28,5.66,1557,Rajesh,Regular Air
8924,Critical,0.01,110.99,2.5,1443,Kumar,Regular Air
7424,Medium,0.03,160.98,30,1530,Susan,Delivery Truck
5181,Medium,0.02,34.98,7.53,1506,Sai Kumar,Regular Air
6069,Medium,0.01,19.99,11.17,1024,Aziz,Regular Air
5545,Medium,0.07,9.71,9.45,1851,Priyanka,Regular Air
7410,Critical,0.04,15.98,4,1194,Ganesh,Regular Air
6219,Medium,0.06,22.84,5.47,1031,Divya,Regular Air
5721,Very High,0.1,154.13,69,1003,Ramya,Regular Air
6060,Very High,0.05,63.94,14.48,1837,neeraj,Regular Air
6635,Not Specified,0.03,4.98,0.8,1749,Anil,Regular Air
5854,Critical,0.07,29.17,6.27,1072,Krishna,Regular Air
6595,Medium,0.05,178.47,19.99,1533,Kural,Express Air
8980,Medium,0.09,999.99,13.99,1679,Priyanka,Regular Air
7422,Medium,0.02,15.28,1.99,1813,Rakshitha,Regular Air
6768,Medium,0,85.99,3.3,1219,Tirupathi,Regular Air
8954,Critical,0.05,10.98,4.8,1497,Nitin,Regular Air
8357,Medium,0.05,125.99,8.08,1624,Neha,Regular Air
8301,Very High,0,7.59,4,1945,Rajesh,Regular Air
8898,Very High,0.03,48.04,19.99,1036,Kumar,Regular Air
6301,Not Specified,0.09,200.98,55.96,1718,Susan,Delivery Truck
6588,Critical,0.09,2.78,0.97,1701,Sai Kumar,Regular Air
8499,Medium,0.04,130.98,30,1656,Aziz,Delivery Truck
6661,Medium,0.05,200.99,4.2,1918,Priyanka,Regular Air
5534,Medium,0.03,15.99,11.28,1645,Ganesh,Regular Air
7120,Medium,0.04,37.7,2.99,1509,Divya,Regular Air
8780,Critical,0.01,8.88,6.28,1753,Ramya,Regular Air
6995,Medium,0.06,2.88,0.99,1581,neeraj,Regular Air
6635,Very High,0.01,55.99,5,1625,Anil,Regular Air
6673,Very High,0.03,29.34,7.87,1013,Krishna,Regular Air
6969,Not Specified,0.07,16.91,6.25,1720,Kural,Regular Air
6634,Critical,0.07,165.2,19.99,1854,Priyanka,Regular Air
6454,Medium,0.08,297.64,14.7,1119,Rakshitha,Delivery Truck
6584,Medium,0.02,12.99,14.37,1258,Tirupathi,Regular Air
6475,Medium,0.06,14.42,6.75,1028,Nitin,Regular Air
8089,Medium,0.05,4.14,6.6,1332,Rajesh,Express Air
5594,Critical,0.03,11.34,5.01,1029,Kumar,Regular Air
5058,Medium,0.07,179.99,19.99,1385,Susan,Express Air
5347,Very High,0.07,179.99,19.99,1574,Sai Kumar,Express Air
7722,Very High,0.03,11.97,4.98,1727,Aziz,Regular Air
8711,Not Specified,0.06,3.36,6.27,1516,Priyanka,Regular Air
5901,Critical,0.07,699.99,24.49,1600,Ganesh,Regular Air
5059,Medium,0.05,2.88,0.5,1284,Divya,Regular Air
8513,Medium,0.1,3.36,6.27,1722,Ramya,Express Air
6204,Medium,0.07,12.28,4.86,1816,neeraj,Regular Air
8895,Medium,0.09,20.99,0.99,1010,Anil,Regular Air
5484,Critical,0.08,2.94,0.96,1286,Krishna,Regular Air
8512,Medium,0.01,4.98,6.07,1148,Kural,Regular Air
5416,Very High,0.02,1360.14,14.7,1602,Priyanka,Delivery Truck
6465,Very High,0.02,9.06,9.86,1806,Rakshitha,Regular Air
5131,Not Specified,0.02,6.48,6.6,1761,Tirupathi,Regular Air
6301,Critical,0.04,17.15,4.96,1243,Nitin,Regular Air
8004,Medium,0.06,8.32,2.38,1225,Neha,Regular Air
8225,Medium,0.08,2.94,0.96,1946,Rajesh,Regular Air
6269,Medium,0.01,4.98,6.07,1765,Kumar,Regular Air
5150,Medium,0.02,1360.14,14.7,1166,Susan,Delivery Truck
5560,Critical,0.02,9.06,9.86,1976,Sai Kumar,Regular Air
5080,Medium,0.07,152.48,6.5,1293,Aziz,Regular Air
8597,Very High,0.01,55.98,4.86,1652,Priyanka,Express Air
7521,Very High,0.04,65.99,8.99,1158,Ganesh,Regular Air
8691,Not Specified,0.01,20.98,53.03,1169,Divya,Delivery Truck
7462,Critical,0.01,128.24,12.65,1396,Ramya,Regular Air
5221,Medium,0.02,48.04,5.09,1182,neeraj,Regular Air
7698,Medium,0.03,6.37,5.19,1283,Anil,Regular Air
6480,Medium,0.07,12.64,4.98,1737,Krishna,Regular Air
8882,Medium,0.02,150.98,13.99,1838,Kural,Express Air
6190,Critical,0.1,5.43,0.95,1716,Priyanka,Regular Air
7941,Medium,0.01,179.29,29.21,1081,Rakshitha,Delivery Truck
6881,Very High,0.03,1270.99,19.99,1472,Tirupathi,Regular Air
7267,Very High,0.07,2036.48,14.7,1950,Nitin,Delivery Truck
7820,Not Specified,0.09,17.98,8.51,1553,Ramya,Regular Air
6499,Critical,0,1.88,1.49,1476,neeraj,Regular Air
7122,Medium,0.06,5.78,5.67,1890,Anil,Regular Air
7728,Medium,0,15.99,13.18,1978,Krishna,Regular Air
7455,Medium,0.05,59.78,10.29,1513,Kural,Regular Air
8882,Medium,0.08,20.99,1.25,1539,Priyanka,Regular Air
7273,Critical,0.05,204.1,13.99,1113,Rakshitha,Regular Air
5524,Medium,0.03,13.73,6.85,1634,Tirupathi,Express Air
6764,Very High,0.02,7.1,6.05,1639,Nitin,Regular Air
6704,Very High,0.05,1.68,1.57,1466,Neha,Regular Air
5929,Not Specified,0.1,218.75,69.64,1960,Rajesh,Delivery Truck
8941,Critical,0.06,549.99,49,1230,Kumar,Delivery Truck
7549,Medium,0.08,115.99,5.99,1745,Susan,Express Air
6263,Medium,0,15.04,1.97,1148,Sai Kumar,Regular Air
6111,Medium,0,6.88,2,1910,Aziz,Express Air
6487,Medium,0.07,2036.48,14.7,1700,Priyanka,Delivery Truck
6526,Critical,0.01,4.98,7.44,1833,Ganesh,Regular Air
5972,Medium,0.08,124.49,51.94,1231,Divya,Delivery Truck
5316,Very High,0.07,2036.48,14.7,1745,Ramya,Delivery Truck
8242,Very High,0.01,4.98,7.44,1268,neeraj,Regular Air
8350,Not Specified,0.08,124.49,51.94,1248,Anil,Delivery Truck
6007,Critical,0,6.88,2,1258,Priyanka,Express Air
7265,Medium,0.03,32.48,35,1971,Rakshitha,Express Air
6693,Medium,0.02,280.98,57,1571,Tirupathi,Delivery Truck
6094,Medium,0.09,70.97,3.5,1589,Nitin,Regular Air
7040,Medium,0.08,67.28,19.99,1356,Rajesh,Express Air
5723,Critical,0.06,7.99,5.03,1958,Kumar,Regular Air
7886,Medium,0.05,4.13,5.04,1695,Susan,Regular Air
8665,Very High,0.08,415.88,11.37,1564,Sai Kumar,Regular Air
8073,Very High,0.06,4.48,49,1671,Aziz,Regular Air
5237,Not Specified,0.03,162.93,19.99,1151,Priyanka,Regular Air
7711,Critical,0.01,11.58,5.72,1065,Ganesh,Regular Air
5050,Medium,0.01,55.99,5,1313,Divya,Regular Air
8357,Medium,0.04,15.51,17.78,1571,Ramya,Regular Air
7625,Medium,0.06,13.9,7.59,1108,neeraj,Regular Air
8062,Medium,0.08,30.53,19.99,1376,Anil,Regular Air
8631,Critical,0.01,1.68,1.57,1824,Krishna,Regular Air
8970,Medium,0.09,13.79,8.78,1084,Kural,Regular Air
8340,Very High,0.04,39.48,1.99,1141,Priyanka,Regular Air
8730,Very High,0.04,3.7,1.61,1136,Rakshitha,Regular Air
8756,Not Specified,0.03,3.8,1.49,1074,Tirupathi,Regular Air
8853,Critical,0.07,7.98,1.25,1113,Nitin,Regular Air
7033,Medium,0.07,417.4,75.23,1726,Neha,Delivery Truck
6408,Medium,0.1,6.48,5.9,1952,Rajesh,Regular Air
6268,Medium,0.06,6.48,7.37,1995,Kumar,Regular Air
5549,Medium,0.02,35.99,5,1639,Susan,Regular Air
5795,Critical,0.09,154.13,69,1837,Sai Kumar,Express Air
6240,Medium,0.03,1.88,1.49,1383,Aziz,Regular Air
6299,Very High,0.09,154.13,69,1053,Priyanka,Express Air
5445,Very High,0.02,15.57,1.39,1074,Ganesh,Regular Air
7223,Not Specified,0.02,20.89,11.52,2000,Divya,Regular Air
5331,Critical,0.06,17.98,4,1338,Ramya,Regular Air
7650,Medium,0.06,5.38,5.24,1892,neeraj,Express Air
5319,Medium,0.03,7.35,5.96,1888,Anil,Regular Air
6276,Medium,0.03,14.2,5.3,1886,Krishna,Regular Air
7499,Medium,0.1,6.88,2,1113,Kural,Regular Air
7686,Critical,0.06,195.99,8.99,1315,Priyanka,Regular Air
7500,Medium,0.05,6.48,8.4,1339,Rakshitha,Regular Air
7484,Very High,0.05,55.99,5,1354,Tirupathi,Regular Air
6678,Very High,0.02,419.19,19.99,1824,Nitin,Regular Air
8818,Not Specified,0.01,2.08,5.33,1355,Ramya,Regular Air
8084,Critical,0.03,370.98,99,1932,neeraj,Delivery Truck
8692,Medium,0.06,160.98,35.02,1556,Anil,Delivery Truck
5909,Medium,0.06,65.99,8.8,1722,Krishna,Express Air
5065,Medium,0,195.99,4.2,1323,Kural,Express Air
8881,Medium,0,236.97,59.24,1855,Priyanka,Delivery Truck
7620,Critical,0,236.97,59.24,1930,Rakshitha,Delivery Truck
5747,Medium,0.06,160.98,35.02,1784,Tirupathi,Delivery Truck
5119,Very High,0.06,65.99,8.8,1658,Nitin,Express Air
7604,Very High,0,195.99,4.2,1227,Neha,Express Air
7121,Not Specified,0.03,51.75,19.99,1526,Rajesh,Regular Air
8284,Critical,0.02,25.38,8.99,1098,Kumar,Regular Air
6787,Medium,0.02,3.78,0.71,1653,Susan,Regular Air
8638,Medium,0.08,15.99,13.18,1848,Sai Kumar,Regular Air
6959,Medium,0.04,880.98,44.55,1008,Aziz,Delivery Truck
8074,Medium,0.07,13.4,4.95,1293,Priyanka,Regular Air
8841,Critical,0.01,15.99,11.28,1212,Ganesh,Regular Air
5212,Medium,0,2.78,1.49,1831,Divya,Express Air
8410,Very High,0.1,18.97,9.03,1244,Ramya,Regular Air
5365,Very High,0,119.99,56.14,1572,neeraj,Delivery Truck
6709,Not Specified,0.02,14.58,7.4,1396,Anil,Regular Air
8953,Critical,0.04,22.72,8.99,1523,Priyanka,Regular Air
7063,Medium,0.02,130.98,30,1535,Rakshitha,Delivery Truck
5699,Medium,0.02,4.57,5.42,1153,Tirupathi,Regular Air
8365,Medium,0.04,22.72,8.99,1332,Nitin,Regular Air
5008,Medium,0.02,4.57,5.42,1092,Rajesh,Regular Air
7355,Critical,0.09,2.89,0.5,1092,Kumar,Regular Air
7034,Medium,0.02,48.91,5.81,1875,Susan,Regular Air
5622,Very High,0.08,296.18,54.12,1778,Sai Kumar,Delivery Truck
6393,Very High,0.07,2.88,1.01,1475,Aziz,Regular Air
6373,Not Specified,0.1,195.99,3.99,1155,Priyanka,Regular Air
5885,Critical,0.06,161.55,19.99,1074,Ganesh,Regular Air
6660,Medium,0.04,15.42,10.68,1666,Divya,Express Air
7059,Medium,0.01,3.95,5.13,1819,Ramya,Regular Air
5622,Medium,0.02,367.99,19.99,1097,neeraj,Regular Air
6020,Medium,0.04,95.99,4.9,1923,Anil,Regular Air
5529,Critical,0.06,17.67,8.99,1019,Krishna,Express Air
6350,Medium,0.07,279.48,35,1494,Kural,Regular Air
8219,Very High,0.06,4.18,2.99,1737,Priyanka,Regular Air
6403,Very High,0.07,1.7,1.99,1438,Rakshitha,Regular Air
6446,Not Specified,0.09,6.48,6.35,1403,Tirupathi,Regular Air
5694,Critical,0.02,500.98,41.44,1541,Nitin,Delivery Truck
8751,Medium,0.09,5.34,2.99,1748,Neha,Express Air
7174,Medium,0.07,140.98,53.48,1357,Rajesh,Delivery Truck
7878,Medium,0.06,205.99,5.26,1891,Kumar,Regular Air
7273,Medium,0,230.98,23.78,1736,Susan,Delivery Truck
8429,Critical,0.06,8.12,2.83,1044,Sai Kumar,Regular Air
7879,Medium,0.05,51.65,18.45,1297,Aziz,Regular Air
6345,Very High,0.1,40.48,19.99,1597,Priyanka,Regular Air
8752,Very High,0.1,175.99,8.99,1662,Ganesh,Regular Air
8898,Not Specified,0.08,14.81,13.32,1846,Divya,Regular Air
6396,Critical,0.06,8.12,2.83,1238,Ramya,Regular Air
5435,Medium,0.05,51.65,18.45,1953,neeraj,Regular Air
7475,Medium,0.1,175.99,8.99,1737,Anil,Regular Air
7297,Medium,0.1,40.48,19.99,1291,Krishna,Regular Air
5328,Medium,0.08,14.81,13.32,1459,Kural,Regular Air
8200,Critical,0.03,5.28,5.61,1156,Priyanka,Regular Air
7474,Medium,0.02,6.47,1.22,1876,Rakshitha,Regular Air
7888,Very High,0.07,2.84,0.93,1953,Tirupathi,Regular Air
6985,Very High,0.01,7.89,2.82,1327,Nitin,Regular Air
8128,Not Specified,0.09,3.68,1.32,1387,Ramya,Regular Air
8122,Critical,0.1,9.71,9.45,1002,neeraj,Regular Air
8296,Medium,0.07,5.02,5.14,1421,Anil,Regular Air
6265,Medium,0.07,280.98,57,1548,Krishna,Delivery Truck
5317,Medium,0.1,4.26,1.2,1052,Kural,Regular Air
5129,Medium,0.1,4.26,1.2,1496,Priyanka,Regular Air
5226,Critical,0.03,5.28,5.61,1902,Rakshitha,Regular Air
5304,Medium,0.01,7.89,2.82,1198,Tirupathi,Regular Air
6781,Very High,0.09,3.68,1.32,1595,Nitin,Regular Air
7579,Very High,0.1,9.71,9.45,1221,Neha,Regular Air
5027,Not Specified,0.07,2.84,0.93,1103,Rajesh,Regular Air
5977,Critical,0,8.5,1.99,1625,Kumar,Regular Air
5606,Medium,0.03,95.43,19.99,1420,Susan,Regular Air
6924,Medium,0.04,10.64,5.16,1677,Sai Kumar,Regular Air
5268,Medium,0.03,2.78,1.34,1964,Aziz,Express Air
7539,Medium,0.01,7.28,11.15,1621,Priyanka,Regular Air
5051,Critical,0.09,125.99,8.99,1429,Ganesh,Regular Air
6357,Medium,0.1,17.98,4,1352,Divya,Regular Air
